generic_name,syn_name,dosage,drug_type,ed_category,ed_meaning,reimbursement_note,badge_color,drug_group_en,drug_subgroup_en,icd10_chapter,icd10_chapter_th,recommendation_note,condition_note,warning_note,remark,source_name,source_url,publisher
Desoximetasone,Desoxymethasone,cream,,ข,ยาที่ใช้ได้ตามเงื่อนไข,เบิกได้บางกรณี ตามเงื่อนไขที่กำหนด,🟡,Skin,Topical corticosteroids,XII,โรคผิวหนังและเนื้อเยื่อใต้ผิวหนัง,,,,,บัญชียาหลักแห่งชาติ พ.ศ. 2558,http://drug.fda.moph.go.th:81/nlem.in.th/medicine/essential/list,กลุ่มนโยบายแห่งชาติด้านยา สำนักยา กระทรวงสาธารณสุข
Betamethasone dipropionate + Salicylic acid,,oint (เฉพาะ 0.05% + 3%),,ค,ยาโรงพยาบาล,ต้องอยู่ในบัญชียาของ รพ.นั้น,🔵,Skin,Topical corticosteroids,XII,โรคผิวหนังและเนื้อเยื่อใต้ผิวหนัง,,1. ใช้สำหรับ chronic eczema  2. ใช้สำหรับโรคสะเก็ดเงิน (psoriasis),,,บัญชียาหลักแห่งชาติ พ.ศ. 2558,http://drug.fda.moph.go.th:81/nlem.in.th/medicine/essential/list,กลุ่มนโยบายแห่งชาติด้านยา สำนักยา กระทรวงสาธารณสุข
Clobetasol propionate,,oint,,ค,ยาโรงพยาบาล,ต้องอยู่ในบัญชียาของ รพ.นั้น,🔵,Skin,Topical corticosteroids,XII,โรคผิวหนังและเนื้อเยื่อใต้ผิวหนัง,,ใช้สำหรับโรคผิวหนังเรื้อรังที่ไม่ตอบสนองต่อยาอื่น เช่น โรคสะเก็ดเงินที่เล็บซึ่งเป็นบริเวณที่หนาและต้องใช้ยาที่เพิ่มการดูดซึมเพื่อให้เกิดประสิทธิผลในการรักษา,,,บัญชียาหลักแห่งชาติ พ.ศ. 2558,http://drug.fda.moph.go.th:81/nlem.in.th/medicine/essential/list,กลุ่มนโยบายแห่งชาติด้านยา สำนักยา กระทรวงสาธารณสุข
Clobetasol propionate,,lotion,,ง,ยาโรคเฉพาะทาง,ใช้กับโรคเฉพาะ ตามแนวทางการรักษา,🟣,Skin,Topical corticosteroids,XII,โรคผิวหนังและเนื้อเยื่อใต้ผิวหนัง,,ใช้สำหรับโรคผิวหนังเรื้อรังที่ไม่ตอบสนองต่อยาอื่น,,,บัญชียาหลักแห่งชาติ พ.ศ. 2558,http://drug.fda.moph.go.th:81/nlem.in.th/medicine/essential/list,กลุ่มนโยบายแห่งชาติด้านยา สำนักยา กระทรวงสาธารณสุข
Mometasone furoate,,cream,,ง,ยาโรคเฉพาะทาง,ใช้กับโรคเฉพาะ ตามแนวทางการรักษา,🟣,Skin,Topical corticosteroids,XII,โรคผิวหนังและเนื้อเยื่อใต้ผิวหนัง,,ใช้กรณีต้องใช้ยาเป็นเวลานาน,,,บัญชียาหลักแห่งชาติ พ.ศ. 2558,http://drug.fda.moph.go.th:81/nlem.in.th/medicine/essential/list,กลุ่มนโยบายแห่งชาติด้านยา สำนักยา กระทรวงสาธารณสุข
Coal tar,,ทุก topical dosage form (hosp),,ก,ยาจำเป็นพื้นฐาน,บัตรทอง/ประกันสังคมเบิกได้ทุกกรณี,🟢,Skin,Other preparations for psoriasis (excluding topical corticosteroids),XII,โรคผิวหนังและเนื้อเยื่อใต้ผิวหนัง,,,,,บัญชียาหลักแห่งชาติ พ.ศ. 2558,http://drug.fda.moph.go.th:81/nlem.in.th/medicine/essential/list,กลุ่มนโยบายแห่งชาติด้านยา สำนักยา กระทรวงสาธารณสุข
Salicylic acid,,"lotion (hosp) , oint (hosp) , paste (hosp)",,ก,ยาจำเป็นพื้นฐาน,บัตรทอง/ประกันสังคมเบิกได้ทุกกรณี,🟢,Skin,Other preparations for psoriasis (excluding topical corticosteroids),XII,โรคผิวหนังและเนื้อเยื่อใต้ผิวหนัง,,,,,บัญชียาหลักแห่งชาติ พ.ศ. 2558,http://drug.fda.moph.go.th:81/nlem.in.th/medicine/essential/list,กลุ่มนโยบายแห่งชาติด้านยา สำนักยา กระทรวงสาธารณสุข
Dithranol,Anthralin,paste (hosp),,ก,ยาจำเป็นพื้นฐาน,บัตรทอง/ประกันสังคมเบิกได้ทุกกรณี,🟢,Skin,Other preparations for psoriasis (excluding topical corticosteroids),XII,โรคผิวหนังและเนื้อเยื่อใต้ผิวหนัง,,,,,บัญชียาหลักแห่งชาติ พ.ศ. 2558,http://drug.fda.moph.go.th:81/nlem.in.th/medicine/essential/list,กลุ่มนโยบายแห่งชาติด้านยา สำนักยา กระทรวงสาธารณสุข
Methotrexate,,tab (as base or sodium),,ข,ยาที่ใช้ได้ตามเงื่อนไข,เบิกได้บางกรณี ตามเงื่อนไขที่กำหนด,🟡,Skin,Other preparations for psoriasis (excluding topical corticosteroids),XII,โรคผิวหนังและเนื้อเยื่อใต้ผิวหนัง,,ใช้สำหรับสะเก็ดเงินชนิดปานกลางถึงรุนแรงที่ดื้อต่อยาอื่น,,,บัญชียาหลักแห่งชาติ พ.ศ. 2558,http://drug.fda.moph.go.th:81/nlem.in.th/medicine/essential/list,กลุ่มนโยบายแห่งชาติด้านยา สำนักยา กระทรวงสาธารณสุข
Methoxsalen,,"tab, topical sol (paint)",,ค,ยาโรงพยาบาล,ต้องอยู่ในบัญชียาของ รพ.นั้น,🔵,Skin,Other preparations for psoriasis (excluding topical corticosteroids),XII,โรคผิวหนังและเนื้อเยื่อใต้ผิวหนัง,,,,,บัญชียาหลักแห่งชาติ พ.ศ. 2558,http://drug.fda.moph.go.th:81/nlem.in.th/medicine/essential/list,กลุ่มนโยบายแห่งชาติด้านยา สำนักยา กระทรวงสาธารณสุข
Calcipotriol,,oint,,ง,ยาโรคเฉพาะทาง,ใช้กับโรคเฉพาะ ตามแนวทางการรักษา,🟣,Skin,Other preparations for psoriasis (excluding topical corticosteroids),XII,โรคผิวหนังและเนื้อเยื่อใต้ผิวหนัง,,ใช้ในกรณีที่ไม่ตอบสนองหรือเกิดผลข้างเคียงต่อ coal tar หรือ topical steroid,,,บัญชียาหลักแห่งชาติ พ.ศ. 2558,http://drug.fda.moph.go.th:81/nlem.in.th/medicine/essential/list,กลุ่มนโยบายแห่งชาติด้านยา สำนักยา กระทรวงสาธารณสุข
Acitretin,,cap,,ง,ยาโรคเฉพาะทาง,ใช้กับโรคเฉพาะ ตามแนวทางการรักษา,🟣,Skin,Other preparations for psoriasis (excluding topical corticosteroids),XII,โรคผิวหนังและเนื้อเยื่อใต้ผิวหนัง,,"1. ใช้สำหรับสะเก็ดเงินชนิดปานกลางถึงรุนแรง ที่ไม่ตอบสนองต่อยาอื่นหรือมีข้อห้ามในการใช้ methotrexate
2. ใช้โดยแพทย์ผู้เชี่ยวชาญด้านตจวิทยา สำหรับรักษาโรคผิวหนังเรื้อรังอื่นๆ ที่ไม่ตอบสนองต่อการรักษาทั่วไป",ห้ามใช้ในหญิงตั้งครรภ์ และหลังจากหยุดยานี้แล้วให้คุมกำเนิดเป็นระยะเวลาอย่างน้อย 3 ปี,,บัญชียาหลักแห่งชาติ พ.ศ. 2558,http://drug.fda.moph.go.th:81/nlem.in.th/medicine/essential/list,กลุ่มนโยบายแห่งชาติด้านยา สำนักยา กระทรวงสาธารณสุข
